	term	discription	
3407	medical examination: 의학적 검사	    1. 건강의 유지와 증진, 병의 조기 발견이나 예방 따위를 위해서 심신의 상태를 검사하는 일. 2. 의사나 치과의사가 자각적-타각적으로 건강한 사람에 대하여 그 건강 상태를 진찰하는 일. 건강을 유지하기 위해서는 질병의 진단과 치료가 필요하지만, 치료에 있어서도 자각증상이나 타각증상이 있고 나서 손을 쓰다 보면 이미 때가 늦을 경우가 많으므로, 발병 초기에 조기진단을 함으로써 건강생활을 적극적으로 설계하려는 데에 의의가 있는 것이다. 건강진단을 크게 나누면, 개인적 건강유지를 위한 것과, 국민 전체의 건강유지를 위하여 행정적으로 특정한 대상자에게 의무적으로 하는 것이 있는데, 후자의 경우를 ‘정기건강진단’이라고 한다. 근로보건관리규정에는 위생상 유해한 직장의 종업원은 연2회 이상의 건강진단을 필요로 하고 있으며, 그 밖의 직장에서는 연1회 이상으로 규정하고 있다. 학교보건법에서는 매년 학생과 교직원의 신체검사를 하게 되어 있고, 결핵예방법에서는 모든 국민은 연1회 이상 결핵에 관한 건강진단을 받도록 되어 있으며, 모자보건법에서는 임신부와 영유아에 대한 건강진단을 규정하고 있다. 이 밖에 접객업소에서도 전염병-피부병에 관한 건강진단을 받아야 한다는 규정이 업종별로 정해져 있다.	
3408	medical record: 의무기록	    의무기록은 법적으로 보호를 받게 되어 있으며, 특히 진료기록부와 수술기록부는 10년간 보존을 하도록 법에 명시되어 있다. 또한 법에 의한 경우가 아니고서는 타인에게 보여지지 않도록 되어 있다. 그러나, 환자의 진료를 위하여, 다른 의사의 요구가 있으면, 이를 보여주도록 되어 있다.	
3409	medication: 투약, 약물처치	    병이나 상처를 치료하기 위해 먹거나 바르거나 주사하는 것	
3410	medicine: 의학	    인간을 질병으로부터 구하고 건강법을 모색하는 학문. 의학은 인류의 역사와 더불어 경험의료로서 존재해 왔으며, 일반과학이 진보함에 따라서 독자성을 지닌 과학으로 발전하여 인체에 관한 연구와 질병의 예방 및 치료를 연구하는 학문이라고 정의된다. 의학은 질병에 관해서 연구하고, 그 예방이나 진단-치료 및 건강의 유지와 증진을 목적으로 하는 학문이다. 역사적으로 병을 고치는 것, 즉 기술적 또는 응용적 측면이라고 할 수 있는 의료가 먼저 발달하고 중요시되어 왔으며, 그런 점에서 임상의학이 먼저 발달하였고, 기초의학과 예방의학이 발전하게 되었다. 의학은 단순히 응용적 과학이 아니고, 가장 고등한 생물로서의 인간을 대상으로 한 생물과학이며 생명과학의 발전에 크게 기여하였고, 또 하고 있다.	
3411	medulla oblongata: 숨뇌, 연수	    중추신경계의 한부분으로 주로 생명유지 기능과 연관된 일을 하는 아주 중요한 기관이다. 대뇌에서 내려온 신경이 소뇌와 합쳐서 척수로 내려가는 부분에 위치해 있다. 밖에서 보면 머리 뒤쪽의 아래에 해당하는 위치한다.    3가지의 중요한 기능을 담당한다. 1)호흡조절 기능: 호기와 흡기의 조절을 행하며, 어떤 자극이나, 혹은 산소의 감소, 이산화탄소의 증가를 감지하여 호흡이 원활하게 이루어질 수 있도록 해준다. 호흡에 관여하는 자극을 감지하는 기관은 여기 연수 부위와 체내의 내, 외경동맥혈관 사이에 존재하는 목동맥소체(carotid body) 2군데로 나뉘어져 있는데 중추기관에서의 주자극은 이산화탄소의 증가이고, 말초기관(즉, 목동맥소체)의 주자극은 산소의 감소이다. 2)심장의 운동 조절: 원래 심장은 자동성이 있어 스스로 뛰는 경향이 있는데, 이를 운동이나, 휴식에 알맞도록 그 박동수 등을 조절한다. 3)혈관운동 조절: 혈관벽에 존재하는 근육 등을 조절하여 혈압이 유지되도록 한다.    숨뇌가 파괴되면 대개는 죽는다. 만약 심장이 뛰는 상태에서 숨뇌만 사라진다면, 흔히 말하는 뇌사상태가 된다. 즉, 스스로 호흡할 수 없고, 자극에 반응이 없어지는 단계에 이르게 된다는 것이다. 만약 위의 고위 중추기관(대뇌, 소뇌 등)이 죽고, 숨뇌만이 파괴되지 않았다면, 이때는 흔히 말하는 식물인간상태(vegetative state)가 되어 목숨은 있으나, 전혀 인간적인 활동을 할 수 없는 상태가 되는 것이다.    무엇보다 숨뇌는 생명유지에 가장 필수적인 기관이다.    	
3412	medullary cavity: 골수강	    뼈의 구조물의 일부분으로 치밀뼈의 내부를 가르키는 말이다. 그리고 골수강 안에 골수(뼈의 중심부로써 적혈구, 림프구, 혈소판 등 대부분의 혈구세포가 여기서 만들어진다)가 들어 있다.	
3413	medullary tumor: 수질성 종양	    암의 병리학적인 분류중 하나. 여러 기관의 암에서 나타나는데 주로 갑상샘암이나 유방암에서 보인다.	
3414	megacolon: 큰잘룩차장증, 큰결장증	    큰창자, 특히 구불창자 및 곧창자가 비정상적으로 확장 또는 비대한 것으로 해부학적으로 협착을 불 수 없는 것을 말한다. 덴마크 의사인 히르슈슈프롱(H. Hirschsprung, 1830~1916)이 발견하였기 때문에 히르슈슈프롱병이라고도 한다. 선천성(좁은 뜻의 히르슈슈프롱병)과 후천성(히르슈슈프롱 증후군)으로 나뉘며, 선천성은 구불 창자와 곧창자와의 이행부에 있는 근육층 신경얼기가 변성하거나 없음으로 해서 교감신경계가 우위가 되어 잘룩창자의 확장비대를 일으킨다. 후천성인 것은 만성협착에 의한 2차적인 잘룩창자의 확장이다. 유-소아기에 발병하며, 심한 변비가 주된 증세이나, 때로는 아랫배의 통증과 설사도 따른다.	
3415	megakaryocyte: 거대핵세포, 거핵세포	    혈소판을 형성하는 세포. 지름 약 30~40㎛이며, 핵은 한 가지만 매우 크고 다엽이다. 이 세포에서 여러개의 세포질이 떨어져 나와 혈소판을 형성한다.	
3416	megaloblast: 거대적모구	    주로 비타민 B12, 폴산(folic acid) 등의 결핍시 생성되는 세포로서, 적혈구모세포의 분열이 일어나는 시기에 DNA의 합성은 되지만, 서로 두 세포로 분리가 되지 않아 거대세포를 이루게 된다. 따라서 적혈구의 생성이 원활이 되지 않아 빈혈이 발생한다.	
3417	megavolt: 메가볼트	    치료방사선에서 사용하는 방사선은 크게 2가지로 나뉘어질 수 있다. 하나는 고전압 발생기계(megavoltage machine)으로써, 주로 깊은 조직에 숨어있는 암조직의 파괴에 사용된다. 이에 반해 저전압 발생기계(orthovoltage machine)은 주로 피부 등 얕은 조직에 있는 암조직을 파괴하고 깊은 곳에 있는 조직의 피해를 줄이기 위해 사용한다.	
3418	melancholia: 중증우울병, 멜란콜리아	    우울증 중, 밥도 잘 먹지 않고, 잠도 잘 자지 않고, 활동도 거의 없이 마치 식물같이 생활하는 상태를 이른다.	
3419	melanin: 멜라닌	    인종의 차이를 결정하는 피부색깔을 나타내는 과립. 이것은 멜라닌 세포에서 생성하게 되는데, 이 멜라닌 세포의 수가 인종마다 다른 것은 아니고, 이 세포가 생성하는 멜라닌의 양이 차이가 남으로써 인종의 색깔이 결정되어 진다. 또한 멜라닌세포는 단지 멜라닌을 생성할 뿐이지 이것을 함유하고 있지는 않고 멜라닌을 주위 다른 피부세포로만 전해줄 뿐이다. 따라서 일반염색상에서는 염색이 되지 않는 투명한 세포로 보이게 된다.	
3420	melatonin: 멜라토닌	    뇌의 솔망울샘에서 분비되는 것으로 보이며, 하등동물(개구리나 고기등)에서는 피부착색에 관여하지만, 포유동물에서는 뇌에 영향을 미치거나, 생식샘(고환과 난소)의 발달을 촉진시키는 것으로 추정된다.	
3421	melena: 흑색변, 혈변	    피를 함유하고 있는 대변을 말함. 대개 피를 함유하고 있는 대변을 말할 때 2가지로 나누어 분류한다. 하나는 흑색변으로서 주로 상부위창자관출혈(즉 위, 샘창자, 작은창자 등에서의 출혈)에서 나타나는데, 상부에서 출혈하여 오랜 시간 장에 머무르는 관계로 변의 색깔이 마치 짜장면색 같은 아주 까만색을 띠게 된다. 이에 반해 혈변배설(hematochezia)이 있는데 이것은 하부위창자관출혈에서 나타나는 것으로 붉은 선홍색의 변으로 보인다. 하지만, 흑색변이 나왔다고 하여 항상 상부위장관출혈인 것은 아니다. 왜냐하면, 하부위창자관출혈일지라도 오랜 기간 장에서 머물게 되면 변의 색깔이 변하여 까맣게 보일 수 있기 때문이다.	
3422	memory: 기억	    지각, 인상, 관념을 불러일으키는 정신기능으로 이전의 인상이나 경험을 의식 속에 간직하거나 다시 생각해 내는 것. 즉, 사람이 경험한 것이 어떤 형태로 간직되었다가 후에 재생 또는 재인식-재구성되어 나타나는 현상을 말한다. 신체적 습관 컴퓨터 등 기계적 기억도 넓은 의미에서의 기억에 포함시키는 경우도 있다. 기억과정에는 다음의 네 가지 단계를 나누어 볼 수 있다. 기억은 현재 체험하고 있는 전부의 것이 남는 것이 아니라, 특별히 인상적이었던 것만이 기억되는 것을 가리킨다. 기억에는 또한 의지를 움직여서 하는 능독적 기억과 별로 기억할 일도 없이 자연히 이루어지는 수동적 기억이 있다. 전자는 영어단어나 수학공식을 열심히 암기하려고 하는 경우이고, 후자는 굳이 외려고 하지 않았는데도 모르는 사이에 텔레비전의 CM송을 흥얼거리게 되는 경우이다.	
3423	menarche: 초경, 초조	    여성이 제 2차 성발달을 시작하여 처음 맞이하는 월경을 이른다. 대개 여성의 제 2차 성발달은 엉덩이가 커지기 시작하여, telache(유방이 나오기 시작함), pubache(음부에 털이 나오기 시작함), menarche(초경)의 순으로 이루어진다.    성발달의 단계에서 1차 성발달은 태아기에 고환, 혹은 난소의 발생이 일어나는 것을 말하고, 2차 성발달은 남성 혹은 여성의 외부성기모양을 갖고 태어난 후에 남성으로서의 성장, 여성으로서의 성장이 이루어지는 것을 말한다.	
3424	meninges: 수막, 뇌척수막	    뇌막은 크게 3종류의 막으로 구성되어 있으며, 제일 바깥막은 뼈을 싸고 있는 막과도 연결되는 경질막(dura mater)이고, 그 다음 거미막(arachnoid membrane), 그리고 유막(pia mater)으로 구성되어 있다. 이중 거미막과 유막을 합쳐서 연수막(leptomeninges)이라고 부르고, 맨위 경질막을 경질막(pachymeninx)이라 부른다.    경질막의 밑공간을 겉질막밑공간이라 부르는데, 여기에는 많은 혈관이 지나간다. 또한 거미막의 밑공간을 거미막밑공간이라 부르는데 여기에 뇌척수액이 차있다. 유막(pia mater)의 밑에는 바로 뇌조직이 존재하며, 이를 통해 뇌조직으로 가는 피가 들어가게 된다(뇌혈관 장벽=BBB: blood brain barrier: 뇌조직과 피사이에는 바로 교통이 되는 것이 아니고 이런 장벽을 통해서만 영양분이 뇌조직으로 교환될 수 있다).	
3425	meningioma: 수막종	    뇌나 척수를 에워싸고 있는 수막에서 발생하며, 30세 이상의 사람이 많이 걸리는 병으로 대개 양성이며 성장이 느리다. 뇌종양의 약 20%를 차지한다. 주로 뇌의 상부, 볼록한 부분에 발생하지만, 뇌막이 있는 곳 어디서나 발생할 수 있어서 척수에 있는 뇌막에서도 발생한다. 수막종은 예외 없이 경질막과 유착되어 있으며 머리뼈 때문에 밖으로 자라지 못하고 항상 뇌조직 쪽으로 자란다. 그럼에도 불구하고 뇌조직 속으로 침습하는 성장을 하지 않는다. 종양이 단단하고 주위와의 경계가 좋고 혈관 발달이 좋다. 현미경소견으로 여러 가지 형으로 분류되었으나 예후와 관련된 의미는 별로 없다.	
3426	meningitis: 수막염	    뇌막에 생긴 염증. 염증의 원인으로 세균에 의한 것, 바이러스에 의한 것, 결핵균에 의한 것, 곰팡이에 의한 것 등으로 나눌 수 있으며, 대개 어린 나이나 나이가 많은 노인에게서 면역이 떨어져 있으므로 생기는 경향이 많고 중년에서는 알코올중독자 등에서 폐렴균에 의해 발생하는 경향이 있다. 진단은 뇌척수액을 뽑아서 세균학적검사, 화학적 검사, 세포검사 등을 통해 내리게 되며, 예후는 각기 다르나, 빨리 발견하여 치료할수록 좋다.	
